Date,Channel,MKTer,Chiến dịch,Chi phí Marketing,Impression,Reach,Click,Share,Cmt,Inbox,Lead MKT,Đơn hàng,Doanh thu,Paid Revenue 1,Giá Lead,Đơn/Lead,CPM,CPC,"Giá Mess
(Cmt + Inbox)",ME1 (ME đã bao gồm thuế + phí)
06/09/2020,FB,DucVu,Brand,"855,386","190,017","154,859",51,0,4,0,0,0,0,0,0,0,"4,502","16,772","213,847","923,817"
06/09/2020,FB,NgocNgo,CVS,"13,924,085","153,256","142,046",801,74,54,0,96,72,"36,122,217","34,213,000",0,0.75,0,0,0,14955441.98
06/09/2020,FB,NhiLanh,Brand,0,0,0,0,0,0,0,1,1,"499,000","499,000",0,1,0,0,0,0
06/09/2020,FB,GiangPhan,CVS,"819,906","8,142","7,096",25,0,2,0,4,2,"998,000","998,000","204,977",0.5,"100,701","32,796","409,953","885,498"
06/09/2020,FB,TungTran,CVS,"2,022,729","23,530","19,285",83,5,18,0,20,19,"11,082,217","9,173,000","101,136",0.95,"85,964","24,370","112,374","2,184,547"
06/09/2020,FB,YenNguyen02,CVS,"557,329","6,004","5,404",9,0,0,0,4,4,"1,996,000","1,996,000","139,332",1,"92,826","61,925",0,"601,915"
06/09/2020,Google,TienTran,Search,"526,276","3,699",0,140,0,0,0,1,1,"499,000","499,000","526,276",1,"142,275","3,759",0,"526,276"
06/09/2020,Google,TienTran,Discovery,"321,651","24,248",0,891,0,0,0,5,4,"1,974,304","1,497,000","64,330",0.8,"13,265",361,0,"321,651"
06/09/2020,Google,TienTran,PerMax,"219,293","10,964",0,102,0,0,0,2,2,"998,000","998,000","109,647",1,"20,001","2,150",0,"219,293"
06/09/2020,Google,TienTran,Guu-Search,"13,768",311,0,7,0,0,0,0,0,0,0,0,0,"44,270","1,967",0,"13,768"
06/09/2020,Google,TienTran,Guu-Discovery,"159,908","11,066",0,389,0,0,0,0,0,0,0,0,0,"14,450",411,0,"159,908"
06/09/2020,Google,TienTran,Guu-PerMax,"174,208","5,709",0,58,0,0,0,0,0,0,0,0,0,"30,515","3,004",0,"174,208"
06/09/2020,Google,DucVu,Brand,"126,694","5,485",0,53,0,0,0,0,0,0,0,0,0,"23,098","2,390",0,"126,694"
07/09/2020,FB,DucVu,CVS,0,0,0,0,0,0,0,3,1,"499,000","499,000",0,0.33,0,0,0,0
07/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/09/2020,FB,DucVu,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/09/2020,FB,NgocNgo,CVS,"17,593,754",0,0,0,0,0,0,130,109,"54,865,043","50,092,000","135,337",0.84,0,0,0,"19,001,254"
07/09/2020,FB,NhiLanh,Brand,0,0,0,0,0,0,0,2,1,"499,000","499,000",0,0.5,0,0,0,0
07/09/2020,FB,GiangPhan,CVS,"2,211,794","27,610","22,648",103,7,2,0,16,16,"7,897,217","5,988,000","138,237",1,"80,108","21,474","1,105,897","2,388,738"
07/09/2020,FB,TungTran,CVS,"2,553,389","23,822","19,141",75,9,13,0,18,15,"7,980,913","6,549,000","141,855",0.83,"107,186","34,045","196,415","2,757,660"
07/09/2020,FB,YenNguyen02,CVS,"1,242,960","13,694","12,216",48,1,1,0,9,9,"4,682,000","4,682,000","138,107",1,"90,767","25,895","1,242,960","1,342,397"
07/09/2020,Google,TienTran,Search,"627,848","4,143",0,178,0,0,0,6,6,"2,994,000","2,994,000","104,641",1,"151,544","3,527",0,"627,848"
07/09/2020,Google,TienTran,Discovery,"438,813","24,329",0,961,0,0,0,3,3,"1,475,304","998,000","146,271",1,"18,037",457,0,"438,813"
07/09/2020,Google,TienTran,PerMax,"170,387","8,393",0,70,0,0,0,2,2,"998,000","998,000","85,194",1,"20,301","2,434",0,"170,387"
07/09/2020,Google,TienTran,Guu-Search,"28,929",388,0,9,0,0,0,0,0,0,0,0,0,"74,559","3,214",0,"28,929"
07/09/2020,Google,TienTran,Guu-Discovery,"203,022","11,962",0,445,0,0,0,1,1,"499,000","499,000","203,022",1,"16,972",456,0,"203,022"
07/09/2020,Google,TienTran,Guu-PerMax,"213,215","9,441",0,84,0,0,0,1,1,"499,000","499,000","213,215",1,"22,584","2,538",0,"213,215"
07/09/2020,Google,DucVu,Brand,"126,707","5,461",0,77,0,0,0,0,0,0,0,0,0,"23,202","1,646",0,"126,707"
08/09/2020,FB,DucVu,CVS,0,0,0,0,0,0,0,2,2,"998,000","998,000","7,935,825",1,"77,880","17,914","226,738","17,141,382"
08/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
08/09/2020,FB,DucVu,Brand,"1,021,237","42,569","40,736",69,2,2,0,0,0,0,0,0,0,"23,990","14,801","510,619","1,102,936"
08/09/2020,FB,NgocNgo,CVS,"15,871,650","203,797","188,418",886,88,70,0,99,76,"38,835,217","36,926,000",0,0.77,0,0,0,17047263.12
08/09/2020,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/09/2020,FB,GiangPhan,CVS,"2,723,898","46,913","41,584",110,10,10,0,14,12,"5,922,913","4,491,000","194,564",0.86,"58,063","24,763","272,390","2,941,810"
08/09/2020,FB,TungTran,CVS,"1,410,599","14,540","11,600",62,10,5,0,7,6,"2,994,000","2,994,000","201,514",0.86,"97,015","22,752","282,120","1,523,447"
08/09/2020,FB,YenNguyen02,CVS,"1,103,020","11,568","9,731",50,3,1,0,6,5,"2,473,304","1,996,000","183,837",0.83,"95,351","22,060","1,103,020","1,191,262"
08/09/2020,Google,TienTran,Search,"537,728","4,143",0,173,0,0,0,5,4,"1,974,304","1,497,000","107,546",0.8,"129,792","3,108",0,"537,728"
08/09/2020,Google,TienTran,Discovery,"430,159","27,212",0,944,0,0,0,3,3,"1,475,304","998,000","143,386",1,"15,808",456,0,"430,159"
08/09/2020,Google,TienTran,PerMax,"296,536","11,390",0,97,0,0,0,2,2,"998,000","998,000","148,268",1,"26,035","3,057",0,"296,536"
08/09/2020,Google,TienTran,Guu-Search,"20,093",313,0,9,0,0,0,0,0,0,0,0,0,"64,195","2,233",0,"20,093"
08/09/2020,Google,TienTran,Guu-Discovery,"193,456","15,701",0,535,0,0,0,1,0,0,0,"193,456",0,"12,321",362,0,"193,456"
08/09/2020,Google,TienTran,Guu-PerMax,"163,372","6,805",0,64,0,0,0,2,1,"499,000","499,000","81,686",0.5,"24,008","2,553",0,"163,372"
08/09/2020,Google,DucVu,Brand,"126,058","5,436",0,73,0,0,0,0,0,0,0,0,0,"23,189","1,727",0,"126,058"
09/09/2020,FB,DucVu,CVS,0,0,0,0,0,0,0,0,0,0,0,0,0,"129,017","19,629","225,595","16,811,353"
09/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,2,1,"499,000","499,000",0,0.5,0,0,0,0
09/09/2020,FB,DucVu,Brand,"566,813","98,188","79,216",32,0,1,0,0,0,0,0,0,0,"5,773","17,713","566,813","612,158"
09/09/2020,FB,NgocNgo,CVS,"15,566,068","120,651","108,257",793,69,69,0,92,61,"30,113,916","18,450,525",0,0.66,0,0,0,16719046.66
09/09/2020,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/09/2020,FB,GiangPhan,CVS,"2,541,631","31,136","27,936",85,5,7,0,10,6,"3,684,000","3,185,000","254,163",0.6,"81,630","29,902","363,090","2,744,961"
09/09/2020,FB,TungTran,CVS,"1,837,774","24,612","20,024",68,8,10,0,7,3,"1,996,000","1,996,000","262,539",0.43,"74,670","27,026","183,777","1,984,796"
09/09/2020,FB,YenNguyen02,CVS,"1,490,063","19,123","16,448",57,0,2,0,12,10,"4,946,609","2,495,000","124,172",0.83,"77,920","26,141","745,032","1,609,268"
09/09/2020,Google,TienTran,Search,"547,101","3,939",0,128,0,0,0,3,1,"499,000",0,"182,367",0.33,"138,893","4,274",0,"547,101"
09/09/2020,Google,TienTran,Discovery,"437,752","28,022",0,"1,028",0,0,0,2,1,"499,000","499,000","218,876",0.5,"15,622",426,0,"437,752"
09/09/2020,Google,TienTran,PerMax,"295,235","10,042",0,86,0,0,0,2,1,"499,000","499,000","147,618",0.5,"29,400","3,433",0,"295,235"
09/09/2020,Google,TienTran,Guu-Search,"39,134",334,0,14,0,0,0,0,0,0,0,0,0,"117,168","2,795",0,"39,134"
09/09/2020,Google,TienTran,Guu-Discovery,"200,135","12,286",0,441,0,0,0,1,1,"499,000",0,"200,135",1,"16,290",454,0,"200,135"
09/09/2020,Google,TienTran,Guu-PerMax,"231,154","8,944",0,94,0,0,0,2,2,"998,000","998,000","115,577",1,"25,845","2,459",0,"231,154"
09/09/2020,Google,DucVu,Brand,"127,445","5,493",0,72,0,0,0,0,0,0,0,0,0,"23,201","1,770",0,"127,445"
10/09/2020,FB,DucVu,CVS,0,0,0,0,0,0,0,0,0,0,0,0,0,"65,353","15,005","198,784","21,683,312"
10/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
10/09/2020,FB,DucVu,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/09/2020,FB,NgocNgo,CVS,"20,077,141","307,212","265,864","1,338",108,101,0,111,84,"41,720,739","36,427,000",0,0.76,0,0,0,21564254.83
10/09/2020,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/09/2020,FB,GiangPhan,CVS,"2,650,422","43,386","37,163",101,4,10,0,13,13,"6,421,913","4,990,000","203,879",1,"61,089","26,242","265,042","2,862,456"
10/09/2020,FB,TungTran,CVS,"1,643,534","21,530","16,465",72,11,10,0,10,8,"3,970,304","3,493,000","164,353",0.8,"76,337","22,827","164,353","1,775,017"
10/09/2020,FB,YenNguyen02,CVS,"967,558","15,932","14,300",49,1,1,0,5,5,"2,473,304","1,996,000","193,512",1,"60,730","19,746","967,558","1,044,963"
10/09/2020,Google,TienTran,Search,"594,432","4,013",0,176,0,0,0,1,0,0,0,"594,432",0,"148,127","3,377",0,"594,432"
10/09/2020,Google,TienTran,Discovery,"439,733","26,512",0,991,0,0,0,4,3,"1,453,609","499,000","109,933",0.75,"16,586",444,0,"439,733"
10/09/2020,Google,TienTran,PerMax,"289,244","11,639",0,97,0,0,0,2,2,"976,304","499,000","144,622",1,"24,851","2,982",0,"289,244"
10/09/2020,Google,TienTran,Guu-Search,"39,182",295,0,11,0,0,0,0,0,0,0,0,0,"132,820","3,562",0,"39,182"
10/09/2020,Google,TienTran,Guu-Discovery,"193,006","11,117",0,413,0,0,0,0,0,0,0,0,0,"17,361",467,0,"193,006"
10/09/2020,Google,TienTran,Guu-PerMax,"235,302","9,099",0,87,0,0,0,0,0,0,0,0,0,"25,860","2,705",0,"235,302"
10/09/2020,Google,DucVu,Brand,"125,779","5,458",0,77,0,0,0,0,0,0,0,0,0,"23,045","1,633",0,"125,779"
11/09/2020,FB,DucVu,CVS,0,0,0,0,0,0,0,0,0,0,0,0,0,"158,684","36,760","421,161","15,919,901"
11/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/09/2020,FB,DucVu,Brand,"1,007,492","213,467","158,443",61,0,4,0,0,0,0,0,0,0,"4,720","16,516","251,873","1,088,091"
11/09/2020,FB,NgocNgo,CVS,"14,740,649","92,893","88,893",401,39,35,0,77,57,"28,313,826","25,450,000",0,0.74,0,0,0,15832488.87
11/09/2020,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/09/2020,FB,GiangPhan,CVS,"2,949,722","46,208","21,569",109,0,9,0,14,12,"5,966,304","5,489,000","210,694",0.86,"63,836","27,062","327,747","3,185,700"
11/09/2020,FB,TungTran,CVS,"1,192,552","14,091","11,760",49,6,8,0,5,2,"976,304","499,000","238,510",0.4,"84,632","24,338","149,069","1,287,956"
11/09/2020,FB,YenNguyen02,CVS,"1,010,884","69,315","16,572",61,5,3,0,6,5,"2,473,304","1,996,000","168,481",0.83,"14,584","16,572","336,961","1,091,755"
11/09/2020,Google,TienTran,Search,"484,569","3,914",0,150,0,0,0,3,3,"1,475,304","998,000","161,523",1,"123,804","3,230",0,"484,569"
11/09/2020,Google,TienTran,Discovery,"431,563","25,830",0,985,0,0,0,2,2,"976,304","499,000","215,782",1,"16,708",438,0,"431,563"
11/09/2020,Google,TienTran,PerMax,"222,410","13,685",0,86,0,0,0,2,2,"998,000","998,000","111,205",1,"16,252","2,586",0,"222,410"
11/09/2020,Google,TienTran,Guu-Search,"38,794",293,0,6,0,0,0,0,0,0,0,0,0,"132,403","6,466",0,"38,794"
11/09/2020,Google,TienTran,Guu-Discovery,"188,353","10,945",0,397,0,0,0,3,3,"1,497,000","1,497,000","62,784",1,"17,209",474,0,"188,353"
11/09/2020,Google,TienTran,Guu-PerMax,"184,393","7,736",0,80,0,0,0,1,1,"499,000","499,000","184,393",1,"23,836","2,305",0,"184,393"
11/09/2020,Google,DucVu,Brand,"125,480","5,462",0,72,0,0,0,0,0,0,0,0,0,"22,973","1,743",0,"125,480"
12/09/2020,FB,DucVu,CVS,0,0,0,0,0,0,0,2,2,"998,000","998,000","8,139,380",1,0,0,0,"17,581,060"
12/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/09/2020,FB,DucVu,Brand,"1,003,819","215,929","167,362",59,0,0,0,0,0,0,0,0,0,"4,649","17,014",0,"1,084,125"
12/09/2020,FB,NgocNgo,CVS,"16,278,759",0,0,0,0,0,0,82,61,"30,742,739","26,447,000",0,0.74,0,0,0,17484526.68
12/09/2020,FB,LyLuu,Brand,0,0,0,0,0,0,0,1,1,"499,000","499,000",0,1,0,0,0,0
12/09/2020,FB,GiangPhan,CVS,"2,033,657","33,852","29,822",80,0,8,0,5,5,"2,496,000","2,496,000","406,731",1,"60,075","25,421","254,207","2,196,350"
12/09/2020,FB,TungTran,CVS,"2,801,128","26,274","21,475",81,15,6,0,6,6,"2,994,000","2,994,000","466,855",1,"106,612","34,582","466,855","3,025,218"
12/09/2020,FB,YenNguyen02,CVS,"1,753,450","22,183","20,104",47,2,3,0,6,6,"2,994,000","2,994,000","292,242",1,"79,045","37,307","584,483","1,893,726"
12/09/2020,Google,TienTran,Search,"585,702","5,048",0,176,0,0,0,7,7,"3,471,304","2,994,000","83,672",1,"116,027","3,328",0,"585,702"
12/09/2020,Google,TienTran,Discovery,"456,620","28,094",0,"1,080",0,0,0,3,3,"1,497,000","1,497,000","152,207",1,"16,253",423,0,"456,620"
12/09/2020,Google,TienTran,PerMax,"295,896","12,256",0,118,0,0,0,1,1,"499,000","499,000","295,896",1,"24,143","2,508",0,"295,896"
12/09/2020,Google,TienTran,Guu-Search,"33,276",323,0,11,0,0,0,0,0,0,0,0,0,"103,022","3,025",0,"33,276"
12/09/2020,Google,TienTran,Guu-Discovery,"191,474","11,416",0,447,0,0,0,1,1,"499,000","499,000","191,474",1,"16,772",428,0,"191,474"
12/09/2020,Google,TienTran,Guu-PerMax,"237,398","8,782",0,86,0,0,0,1,1,"499,000","499,000","237,398",1,"27,032","2,760",0,"237,398"
12/09/2020,Google,DucVu,Brand,"125,416","5,498",0,76,0,0,0,0,0,0,0,0,0,"22,811","1,650",0,"125,416"
13/09/2020,FB,DucVu,CVS,0,0,0,0,0,0,0,4,2,"998,000","998,000","3,237,336",0.5,0,0,0,"13,985,290"
13/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,1,1,"381,652",0,0,1,0,0,0,0
13/09/2020,FB,DucVu,Brand,"124,231","23,888","21,429",5,0,0,0,0,0,0,0,0,0,"5,201","24,846",0,"134,169"
13/09/2020,FB,NgocNgo,CVS,"12,949,343",0,0,0,0,0,0,87,63,"31,350,217","29,441,000",0,0.72,0,0,0,13908500.84
13/09/2020,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/09/2020,FB,GiangPhan,CVS,"610,956","8,093","7,278",25,1,3,0,4,3,"1,497,000","1,497,000","152,739",0.75,"75,492","24,438","203,652","659,832"
13/09/2020,FB,TungTran,CVS,"1,135,969","13,768","11,085",71,5,2,0,3,2,"998,000","998,000","378,656",0.67,"82,508","16,000","567,985","1,226,847"
13/09/2020,FB,YenNguyen02,CVS,"1,126,789","12,338","10,789",52,1,3,0,5,4,"1,996,000","1,996,000","225,358",0.8,"91,327","21,669","375,596","1,216,932"
13/09/2020,Google,TienTran,Search,"581,359","5,136",0,181,0,0,0,3,2,"998,000","998,000","193,786",0.67,"113,193","3,212",0,"581,359"
13/09/2020,Google,TienTran,Discovery,"429,107","28,542",0,"1,070",0,0,0,1,0,0,0,"429,107",0,"15,034",401,0,"429,107"
13/09/2020,Google,TienTran,PerMax,"291,956","10,183",0,74,0,0,0,2,2,"998,000","998,000","145,978",1,"28,671","3,945",0,"291,956"
13/09/2020,Google,TienTran,Guu-Search,"63,212",362,0,14,0,0,0,0,0,0,0,0,0,"174,619","4,515",0,"63,212"
13/09/2020,Google,TienTran,Guu-Discovery,"196,818","12,071",0,438,0,0,0,3,3,"1,475,304","998,000","65,606",1,"16,305",449,0,"196,818"
13/09/2020,Google,TienTran,Guu-PerMax,"208,612","10,575",0,91,0,0,0,0,0,0,0,0,0,"19,727","2,292",0,"208,612"
13/09/2020,Google,DucVu,Brand,"125,506","5,440",0,83,0,0,0,0,0,0,0,0,0,"23,071","1,512",0,"125,506"
14/09/2020,FB,DucVu,CVS,0,0,0,0,0,0,0,0,0,0,0,0,0,"78,899","19,727","282,752","7,328,942"
14/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/09/2020,FB,DucVu,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/09/2020,FB,NgocNgo,CVS,"6,786,057","86,009","77,970",344,24,24,0,38,32,"15,859,522","13,473,000",0,0.84,0,0,0,7288700.242
14/09/2020,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/09/2020,FB,GiangPhan,CVS,"2,021,614","31,348","28,080",130,5,9,0,15,15,"7,463,304","6,986,000","134,774",1,"64,489","15,551",0,"2,183,343"
14/09/2020,FB,TungTran,CVS,"1,801,126","25,142","21,315",69,3,11,0,15,9,"4,469,304","3,992,000","120,075",0.6,"71,638","26,103","163,739","1,945,216"
14/09/2020,FB,YenNguyen02,CVS,"2,548,584","25,320","23,485",70,2,7,0,19,18,"8,982,000","8,982,000","134,136",0.95,"100,655","36,408","364,083","2,752,471"
14/09/2020,Google,TienTran,Search,"311,444","4,818",0,158,0,0,0,4,4,"1,952,609","998,000","77,861",1,"64,642","1,971",0,"311,444"
14/09/2020,Google,TienTran,Discovery,"423,458","28,542",0,"1,064",0,0,0,0,0,0,0,0,0,"14,836",398,0,"423,458"
14/09/2020,Google,TienTran,PerMax,"263,349","9,750",0,72,0,0,0,0,0,0,0,0,0,"27,010","3,658",0,"263,349"
14/09/2020,Google,TienTran,Guu-Search,"70,295",358,0,14,0,0,0,0,0,0,0,0,0,"196,355","5,021",0,"70,295"
14/09/2020,Google,TienTran,Guu-Discovery,"192,640","12,001",0,451,0,0,0,1,1,"499,000","499,000","192,640",1,"16,052",427,0,"192,640"
14/09/2020,Google,TienTran,Guu-PerMax,"136,507","8,807",0,65,0,0,0,1,1,"499,000","499,000","136,507",1,"15,500","2,100",0,"136,507"
14/09/2020,Google,DucVu,Brand,"123,545","5,441",0,73,0,0,0,0,0,0,0,0,0,"22,706","1,692",0,"123,545"
15/09/2020,FB,DucVu,CVS,0,0,0,0,0,0,0,0,0,0,0,0,0,"74,547","17,624","163,584","6,890,172"
15/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,1,1,"499,000","499,000",0,1,0,0,0,0
15/09/2020,FB,DucVu,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/09/2020,FB,NgocNgo,CVS,"6,379,789","85,581","75,062",362,27,39,0,43,37,"18,302,261","16,966,000",0,0.86,0,0,0,6852339.971
15/09/2020,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/09/2020,FB,GiangPhan,CVS,"4,145,821","82,877","69,203",338,18,25,0,24,23,"11,433,609","9,980,000","172,743",0.96,"50,024","12,266","165,833","4,477,487"
15/09/2020,FB,TungTran,CVS,"9,754,868","167,093","144,921",506,42,64,0,65,52,"25,904,609","24,950,000","150,075",0.8,"58,380","19,278","152,420","10,535,257"
15/09/2020,FB,YenNguyen02,CVS,"3,726,484","61,681","54,142",126,4,9,0,18,14,"6,942,609","5,988,000","207,027",0.78,"60,415","29,575","414,054","4,024,603"
15/09/2020,Google,TienTran,Search,"485,877","5,072",0,181,0,0,0,3,3,"1,497,000","1,497,000","161,959",1,"95,796","2,684",0,"485,877"
15/09/2020,Google,TienTran,Discovery,"423,458","28,542",0,"1,064",0,0,0,6,6,"2,972,304","2,495,000","70,576",1,"14,836",398,0,"423,458"
15/09/2020,Google,TienTran,PerMax,"256,976","9,797",0,81,0,0,0,2,2,"998,000","998,000","128,488",1,"26,230","3,173",0,"256,976"
15/09/2020,Google,TienTran,Guu-Search,"31,839",321,0,11,0,0,0,0,0,0,0,0,0,"99,187","2,894",0,"31,839"
15/09/2020,Google,TienTran,Guu-Discovery,"187,060","12,138",0,421,0,0,0,2,2,"998,000","998,000","93,530",1,"15,411",444,0,"187,060"
15/09/2020,Google,TienTran,Guu-PerMax,"280,475","10,583",0,106,0,0,0,4,3,"1,497,000","1,497,000","70,119",0.75,"26,502","2,646",0,"280,475"
15/09/2020,Google,DucVu,Brand,"124,996","5,457",0,69,0,0,0,0,0,0,0,0,0,"22,906","1,812",0,"124,996"
16/09/2020,FB,DucVu,CVS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,924,641"
16/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/09/2020,FB,DucVu,Brand,"196,763","55,130","53,495",73,0,0,0,0,0,0,0,0,0,"3,569","2,695",0,"212,504"
16/09/2020,FB,NgocNgo,CVS,"10,115,408",0,0,0,0,0,0,48,38,"18,875,217","16,966,000",0,0.79,0,0,0,10864656.27
16/09/2020,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/09/2020,FB,GiangPhan,CVS,"8,111,704","157,477","134,008",524,31,35,0,36,30,"14,970,000","14,471,000","225,325",0.83,"51,510","15,480","231,763","8,760,640"
16/09/2020,FB,TungTran,CVS,"14,750,122","225,850","199,571",753,78,86,0,89,67,"33,758,435","29,940,000","165,732",0.75,"65,309","19,588","171,513","15,930,132"
16/09/2020,FB,YenNguyen02,CVS,"2,434,563","27,721","25,022",105,2,4,0,19,17,"8,417,913","6,986,000","128,135",0.89,"87,824","23,186","608,641","2,629,328"
16/09/2020,Google,TienTran,Search,"649,520","7,340",0,244,0,0,0,3,2,"976,304","499,000","216,507",0.67,"88,490","2,662",0,"649,520"
16/09/2020,Google,TienTran,Discovery,"399,190","27,445",0,963,0,0,0,3,3,"1,475,304","998,000","133,063",1,"14,545",415,0,"399,190"
16/09/2020,Google,TienTran,PerMax,"267,145","10,264",0,81,0,0,0,1,1,"499,000","499,000","267,145",1,"26,027","3,298",0,"267,145"
16/09/2020,Google,TienTran,Guu-Search,"31,839",321,0,11,0,0,0,0,0,0,0,0,0,"99,187","2,894",0,"31,839"
16/09/2020,Google,TienTran,Guu-Discovery,"187,060","12,138",0,421,0,0,0,0,0,0,0,0,0,"15,411",444,0,"187,060"
16/09/2020,Google,TienTran,Guu-PerMax,"280,475","10,583",0,106,0,0,0,1,1,"499,000","499,000","280,475",1,"26,502","2,646",0,"280,475"
16/09/2020,Google,DucVu,Brand,"123,527","5,354",0,73,0,0,0,0,0,0,0,0,0,"23,072","1,692",0,"123,527"
17/09/2020,FB,DucVu,CVS,0,0,0,0,0,0,0,1,0,0,0,"2,445,996",0,"80,625","17,225","128,737","2,641,676"
17/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2020,FB,DucVu,Brand,"203,825","53,587","53,587",68,0,0,0,0,0,0,0,0,0,"3,804","2,997",0,"220,131"
17/09/2020,FB,NgocNgo,CVS,"2,445,996","30,338","27,766",142,18,19,0,25,15,"7,419,913","5,988,000",0,0.6,0,0,0,2627170.924
17/09/2020,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2020,FB,GiangPhan,CVS,"7,228,882","133,846","116,605",488,30,39,0,31,23,"11,910,913","10,479,000","233,190",0.74,"54,009","14,813","185,356","7,807,193"
17/09/2020,FB,TungTran,CVS,"15,665,357","238,490","213,148",703,61,61,0,95,72,"36,242,478","32,498,000","164,898",0.76,"65,686","22,284","256,809","16,918,586"
17/09/2020,FB,YenNguyen02,CVS,"2,523,786","27,187","25,006",90,2,10,0,17,15,"7,766,000","7,766,000","148,458",0.88,"92,831","28,042","252,379","2,725,689"
17/09/2020,Google,TienTran,Search,"634,383","7,010",0,246,0,0,0,2,2,"998,000","998,000","317,192",1,"90,497","2,579",0,"634,383"
17/09/2020,Google,TienTran,Discovery,"418,903","29,563",0,"1,016",0,0,0,3,2,"998,000","998,000","139,634",0.67,"14,170",412,0,"418,903"
17/09/2020,Google,TienTran,PerMax,"247,898","11,551",0,83,0,0,0,1,1,"499,000","499,000","247,898",1,"21,461","2,987",0,"247,898"
17/09/2020,Google,TienTran,Guu-Search,"36,579",291,0,15,0,0,0,0,0,0,0,0,0,"125,701","2,439",0,"36,579"
17/09/2020,Google,TienTran,Guu-Discovery,"195,015","11,428",0,445,0,0,0,1,1,"499,000","499,000","195,015",1,"17,065",438,0,"195,015"
17/09/2020,Google,TienTran,Guu-PerMax,"198,945","10,110",0,98,0,0,0,0,0,0,0,0,0,"19,678","2,030",0,"198,945"
17/09/2020,Google,DucVu,Brand,"122,318","5,397",0,93,0,0,0,0,0,0,0,0,0,"22,664","1,315",0,"122,318"
18/09/2020,FB,DucVu,CVS,0,0,0,0,0,0,0,0,0,0,0,0,0,"65,568","18,427","160,577","1,213,962"
18/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2020,FB,DucVu,Brand,"209,983","51,233","51,233",73,0,0,0,0,0,0,0,0,0,"4,099","2,876",0,"226,782"
18/09/2020,FB,NgocNgo,CVS,"1,124,039","17,143","15,896",61,2,7,0,8,6,"2,950,609","1,996,000",0,0.75,0,0,0,1207296.569
18/09/2020,Tiktok,NgocNgo,CVS,"350,299","17,524","15,917",52,0,0,0,1,0,0,0,"350,299",0,"19,990","6,737",0,"367,814"
18/09/2020,FB,GiangPhan,CVS,"2,185,349","33,377","29,662",152,7,11,0,19,16,"7,984,000","7,984,000","115,018",0.84,"65,475","14,377","198,668","2,360,177"
18/09/2020,FB,TungTran,CVS,"13,615,709","145,954","131,518",503,44,23,0,55,46,"23,409,609","22,455,000","247,558",0.84,"93,288","27,069","591,987","14,704,966"
18/09/2020,FB,YenNguyen02,CVS,"2,566,820","28,640","26,974",63,1,6,0,14,11,"5,445,609","4,491,000","183,344",0.79,"89,624","40,743","427,803","2,772,166"
18/09/2020,Google,TienTran,Search,"592,064","6,550",0,223,0,0,0,4,4,"1,996,000","1,996,000","148,016",1,"90,391","2,655",0,"592,064"
18/09/2020,Google,TienTran,Discovery,"439,992","28,509",0,"1,014",0,0,0,1,1,"499,000","499,000","439,992",1,"15,433",434,0,"439,992"
