Date,Channel,MKTer,Chiến dịch,Chi phí Marketing,Impression,Reach,Click,Share,Cmt,Inbox,Lead MKT,Đơn hàng,Doanh thu,Paid Revenue 1,Giá Lead,Đơn/Lead,CPM,CPC,"Giá Mess
(Cmt + Inbox)",ME1 (ME đã bao gồm thuế + phí)
18/09/2020,Google,TienTran,PerMax,"230,292","9,897",0,90,0,0,0,1,0,0,0,"230,292",0,"23,269","2,559",0,"230,292"
18/09/2020,Google,TienTran,Guu-Search,"56,156",352,0,15,0,0,0,0,0,0,0,0,0,"159,534","3,744",0,"56,156"
18/09/2020,Google,TienTran,Guu-Discovery,"194,747","10,490",0,439,0,0,0,2,2,"998,000","998,000","97,374",1,"18,565",444,0,"194,747"
18/09/2020,Google,TienTran,Guu-PerMax,"229,595","6,319",0,76,0,0,0,1,1,"499,000","499,000","229,595",1,"36,334","3,021",0,"229,595"
18/09/2020,Google,DucVu,Brand,"122,443","5,367",0,63,0,0,0,0,0,0,0,0,0,"22,814","1,944",0,"122,443"
19/09/2020,FB,DucVu,CVS,0,0,0,0,0,0,0,0,0,0,0,0,0,"90,426","26,593",0,"3,503,860"
19/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2020,FB,DucVu,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2020,FB,NgocNgo,CVS,"3,244,315","35,878","33,650",122,0,0,0,24,19,"9,437,609","8,483,000",0,0.79,0,0,0,3484621.412
19/09/2020,FB,NhiLanh,Brand,0,0,0,0,0,0,0,1,1,"499,000","499,000",0,1,0,0,0,0
19/09/2020,FB,GiangPhan,CVS,"3,143,338","43,742","40,703",197,14,11,0,17,15,"7,744,304","7,267,000","184,902",0.88,"71,861","15,956","285,758","3,394,805"
19/09/2020,FB,TungTran,CVS,"5,574,817","56,953","53,707",189,16,14,0,29,22,"10,934,609","9,980,000","192,235",0.76,"97,885","29,496","398,201","6,020,802"
19/09/2020,FB,YenNguyen02,CVS,"1,158,356","13,334","11,532",41,3,4,0,4,4,"1,996,000","1,996,000","289,589",1,"86,872","28,253","289,589","1,251,024"
19/09/2020,Google,TienTran,Search,"660,946","6,465",0,223,0,0,0,3,3,"1,497,000","1,497,000","220,315",1,"102,234","2,964",0,"660,946"
19/09/2020,Google,TienTran,Discovery,"403,179","25,823",0,922,0,0,0,0,0,0,0,0,0,"15,613",437,0,"403,179"
19/09/2020,Google,TienTran,PerMax,"252,819","8,763",0,77,0,0,0,3,3,"1,497,000","1,497,000","84,273",1,"28,851","3,283",0,"252,819"
19/09/2020,Google,TienTran,Guu-Search,"35,684",301,0,14,0,0,0,1,1,"499,000","499,000","35,684",1,"118,551","2,549",0,"35,684"
19/09/2020,Google,TienTran,Guu-Discovery,"183,867","11,756",0,435,0,0,0,1,1,"499,000","499,000","183,867",1,"15,640",423,0,"183,867"
19/09/2020,Google,TienTran,Guu-PerMax,"196,085","6,830",0,72,0,0,0,3,3,"1,497,000","1,497,000","65,362",1,"28,709","2,723",0,"196,085"
19/09/2020,Google,DucVu,Brand,"123,522","5,339",0,63,0,0,0,0,0,0,0,0,0,"23,136","1,961",0,"123,522"
20/09/2020,FB,DucVu,CVS,0,0,0,0,0,0,0,8,6,"2,994,000","2,994,000",0,0.75,0,0,0,0
20/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/09/2020,FB,DucVu,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/09/2020,FB,NgocNgo,CVS,"747,037","9,855","8,243",49,1,1,0,3,3,"1,497,000","1,497,000","249,012",1,"75,803","15,246","747,037","806,800"
20/09/2020,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/09/2020,FB,GiangPhan,CVS,"4,189,529","50,298","46,187",295,19,12,0,22,19,"9,437,609","8,483,000","190,433",0.86,"83,294","14,202","349,127","4,524,691"
20/09/2020,FB,TungTran,CVS,"3,932,299","40,900","36,378",275,11,11,0,19,16,"8,068,913","6,637,000","206,963",0.84,"96,144","14,299","357,482","4,246,883"
20/09/2020,FB,YenNguyen02,CVS,"1,821,258","18,302","14,682",120,3,5,0,9,9,"4,491,000","4,491,000","202,362",1,"99,511","15,177","364,252","1,966,959"
20/09/2020,Google,TienTran,Search,"577,673","6,822",0,218,0,0,0,4,3,"1,497,000","1,497,000","144,418",0.75,"84,678","2,650",0,"577,673"
20/09/2020,Google,TienTran,Discovery,"416,866","23,785",0,810,0,0,0,3,2,"998,000","998,000","138,955",0.67,"17,526",515,0,"416,866"
20/09/2020,Google,TienTran,PerMax,"230,836","8,659",0,74,0,0,0,0,0,0,0,0,0,"26,659","3,119",0,"230,836"
20/09/2020,Google,TienTran,Guu-Search,"22,928",329,0,8,0,0,0,0,0,0,0,0,0,"69,690","2,866",0,"22,928"
20/09/2020,Google,TienTran,Guu-Discovery,"184,575","10,829",0,389,0,0,0,1,1,"499,000","499,000","184,575",1,"17,045",474,0,"184,575"
20/09/2020,Google,TienTran,Guu-PerMax,"196,709","6,494",0,60,0,0,0,0,0,0,0,0,0,"30,291","3,278",0,"196,709"
20/09/2020,Google,DucVu,Brand,"122,628","5,374",0,71,0,0,0,0,0,0,0,0,0,"22,819","1,727",0,"122,628"
21/09/2020,FB,DucVu,CVS,0,0,0,0,0,0,0,4,2,"1,777,000","1,777,000",0,0.5,0,0,0,0
21/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,1,1,"499,000","499,000",0,1,0,0,0,0
21/09/2020,FB,DucVu,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/09/2020,FB,NgocNgo,CVS,"332,414","6,326","5,879",18,0,0,0,3,2,"976,304","499,000","110,805",0.67,"52,547","18,467",0,"359,007"
21/09/2020,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/09/2020,FB,GiangPhan,CVS,"1,723,968","21,042","19,081",116,4,2,0,4,2,"998,000","998,000","430,992",0.5,"81,930","14,862","861,984","1,861,885"
21/09/2020,FB,TungTran,CVS,"1,626,009","16,050","14,582",134,2,0,0,9,8,"3,992,000","3,992,000","180,668",0.89,"101,309","12,134",0,"1,756,090"
21/09/2020,FB,YenNguyen02,CVS,"2,179,369","22,707","20,370",203,4,9,0,19,17,"8,461,304","7,984,000","114,704",0.89,"95,978","10,736","242,152","2,353,719"
21/09/2020,Google,TienTran,Search,"667,557","7,995",0,234,0,0,0,1,1,"499,000","499,000","667,557",1,"83,497","2,853",0,"667,557"
21/09/2020,Google,TienTran,Discovery,"400,141","22,112",0,721,0,0,0,2,2,"998,000","998,000","200,071",1,"18,096",555,0,"400,141"
21/09/2020,Google,TienTran,PerMax,"251,401","9,698",0,69,0,0,0,2,2,"998,000","499,000","125,701",1,"25,923","3,643",0,"251,401"
21/09/2020,Google,TienTran,Guu-Search,"15,420",279,0,7,0,0,0,0,0,0,0,0,0,"55,269","2,203",0,"15,420"
21/09/2020,Google,TienTran,Guu-Discovery,"249,713","12,540",0,434,0,0,0,1,1,"477,304",0,"249,713",1,"19,913",575,0,"249,713"
21/09/2020,Google,TienTran,Guu-PerMax,"193,826","3,018",0,48,0,0,0,2,2,"976,304","499,000","96,913",1,"64,223","4,038",0,"193,826"
21/09/2020,Google,DucVu,Brand,"120,597","5,203",0,61,0,0,0,0,0,0,0,0,0,"23,178","1,977",0,"120,597"
22/09/2020,FB,DucVu,CVS,"1,116,005",0,0,0,0,0,0,3,2,"1,278,000","1,278,000","372,002",0.67,0,0,0,"1,205,285"
22/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/09/2020,FB,DucVu,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/09/2020,FB,NgocNgo,CVS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/09/2020,Tiktok,DucVu,CVS,0,0,0,0,0,0,0,1,1,"477,304",0,0,1,0,0,0,0
22/09/2020,FB,GiangPhan,CVS,"250,954","1,368","1,219",10,1,0,0,1,1,"780,000","780,000","250,954",1,"183,446","25,095",0,"271,030"
22/09/2020,FB,TungTran,CVS,"1,100,967","11,795","11,108",207,1,2,0,9,7,"3,493,000","2,994,000","122,330",0.78,"93,342","5,319","550,484","1,189,044"
22/09/2020,FB,YenNguyen02,CVS,"6,232,555","43,090","38,221",480,1,18,0,31,26,"13,749,913","11,819,000","201,050",0.84,"144,640","12,984","346,253","6,731,159"
22/09/2020,Google,TienTran,Search,"509,255","7,800",0,201,0,0,0,4,2,"998,000","998,000","127,314",0.5,"65,289","2,534",0,"509,255"
22/09/2020,Google,TienTran,Discovery,"349,757","22,842",0,752,0,0,0,1,1,"499,000","499,000","349,757",1,"15,312",465,0,"349,757"
22/09/2020,Google,TienTran,PerMax,"283,225","12,129",0,86,0,0,0,2,2,"998,000","998,000","141,613",1,"23,351","3,293",0,"283,225"
22/09/2020,Google,TienTran,Guu-Search,"26,117",258,0,10,0,0,0,0,0,0,0,0,0,"101,229","2,612",0,"26,117"
22/09/2020,Google,TienTran,Guu-Discovery,"210,458","12,360",0,493,0,0,0,1,1,"499,000","499,000","210,458",1,"17,027",427,0,"210,458"
22/09/2020,Google,TienTran,Guu-PerMax,"204,832","4,782",0,68,0,0,0,0,0,0,0,0,0,"42,834","3,012",0,"204,832"
22/09/2020,Google,DucVu,Brand,"120,728","5,266",0,66,0,0,0,0,0,0,0,0,0,"22,926","1,829",0,"120,728"
23/09/2020,FB,DucVu,CVS,"4,708,870",0,0,0,0,0,0,30,24,"11,976,000","10,978,000","156,962",0.8,0,0,0,"5,085,580"
23/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/09/2020,FB,DucVu,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/09/2020,FB,NgocNgo,CVS,0,0,0,0,0,0,0,24,23,"11,433,609","10,479,000",0,0.96,0,0,0,0
23/09/2020,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/09/2020,FB,GiangPhan,CVS,0,0,0,0,0,0,0,1,1,"499,000","499,000",0,1,0,0,0,0
23/09/2020,FB,TungTran,CVS,"1,865,470","17,199","15,484",373,3,6,0,3,2,"998,000","998,000","621,823",0.67,"108,464","5,001","310,912","2,014,708"
23/09/2020,FB,YenNguyen02,CVS,"1,189,549","12,361","11,338",133,1,4,0,4,3,"1,497,000","1,497,000","297,387",0.75,"96,234","8,944","297,387","1,284,713"
23/09/2020,Google,TienTran,Search,"361,319","7,574",0,191,0,0,0,6,5,"2,429,913","998,000","60,220",0.83,"47,705","1,892",0,"361,319"
23/09/2020,Google,TienTran,Discovery,"566,494","28,567",0,888,0,0,0,4,3,"1,497,000","1,497,000","141,624",0.75,"19,830",638,0,"566,494"
23/09/2020,Google,TienTran,PerMax,"470,926","18,329",0,128,0,0,0,1,1,"499,000","499,000","470,926",1,"25,693","3,679",0,"470,926"
23/09/2020,Google,TienTran,Guu-Search,"20,511",232,0,7,0,0,0,0,0,0,0,0,0,"88,409","2,930",0,"20,511"
23/09/2020,Google,TienTran,Guu-Discovery,"210,458","15,292",0,585,0,0,0,0,0,0,0,0,0,"13,763",360,0,"210,458"
23/09/2020,Google,TienTran,Guu-PerMax,"136,901","6,840",0,98,0,0,0,2,2,"976,304","499,000","68,451",1,"20,015","1,397",0,"136,901"
23/09/2020,Google,DucVu,Brand,"120,658","5,339",0,82,0,0,0,0,0,0,0,0,0,"22,599","1,471",0,"120,658"
24/09/2020,FB,DucVu,CVS,0,0,0,0,0,0,0,3,1,"499,000","499,000",0,0.33,0,0,0,0
24/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24/09/2020,FB,DucVu,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/09/2020,FB,NgocNgo,CVS,0,0,0,0,0,0,0,4,1,"499,000",0,0,0.25,0,0,0,0
24/09/2020,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/09/2020,FB,GiangPhan,CVS,"3,013,509","46,007","40,809",201,14,16,0,12,9,"4,715,435","3,493,000","251,126",0.75,"65,501","14,993","188,344","3,254,590"
24/09/2020,FB,TungTran,CVS,"5,866,324","53,071","48,417",225,16,12,0,27,25,"13,176,957","11,539,000","217,271",0.93,"110,537","26,073","488,860","6,335,630"
24/09/2020,FB,YenNguyen02,CVS,"3,784,411","24,656","21,929",379,8,10,0,20,17,"8,938,609","7,984,000","189,221",0.85,"153,488","9,985","378,441","4,087,164"
24/09/2020,Google,TienTran,Search,"398,905","7,537",0,174,0,0,0,0,0,0,0,0,0,"52,926","2,293",0,"398,905"
24/09/2020,Google,TienTran,Discovery,"493,353","22,777",0,817,0,0,0,2,1,"499,000","499,000","246,677",0.5,"21,660",604,0,"493,353"
24/09/2020,Google,TienTran,PerMax,"157,656","8,707",0,45,0,0,0,0,0,0,0,0,0,"18,107","3,503",0,"157,656"
24/09/2020,Google,TienTran,Guu-Search,"22,867",218,0,9,0,0,0,0,0,0,0,0,0,"104,894","2,541",0,"22,867"
24/09/2020,Google,TienTran,Guu-Discovery,"252,730","14,025",0,549,0,0,0,1,1,"499,000","499,000","252,730",1,"18,020",460,0,"252,730"
24/09/2020,Google,TienTran,Guu-PerMax,"385,604","12,239",0,141,0,0,0,1,1,"499,000","499,000","385,604",1,"31,506","2,735",0,"385,604"
24/09/2020,Google,DucVu,Brand,"118,125","5,211",0,72,0,0,0,0,0,0,0,0,0,"22,668","1,641",0,"118,125"
25/09/2020,FB,DucVu,CVS,"5,524,063",0,0,0,0,0,0,42,34,"16,966,000","15,469,000","131,525",0.81,0,0,0,"5,965,988"
25/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/09/2020,FB,DucVu,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/09/2020,FB,NgocNgo,CVS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/09/2020,FB,NhiLanh,Brand,0,0,0,0,0,0,0,1,1,"499,000","499,000",0,1,0,0,0,0
25/09/2020,FB,GiangPhan,CVS,"2,100,972","28,793","25,984",138,8,10,0,6,6,"2,994,000","2,994,000","350,162",1,"72,968","15,224","210,097","2,269,050"
25/09/2020,FB,TungTran,CVS,"2,716,451","27,392","25,092",119,9,4,0,10,8,"3,948,609","2,994,000","271,645",0.8,"99,170","22,827","679,113","2,933,767"
25/09/2020,FB,YenNguyen02,CVS,"3,567,224","21,832","20,561",330,0,13,0,38,31,"15,360,522","11,477,000","93,874",0.82,"163,394","10,810","274,402","3,852,602"
25/09/2020,Google,TienTran,Search,"579,415","8,581",0,270,0,0,0,5,4,"1,996,000","1,497,000","115,883",0.8,"67,523","2,146",0,"579,415"
25/09/2020,Google,TienTran,Discovery,"513,675","21,699",0,805,0,0,0,3,3,"1,497,000","1,497,000","171,225",1,"23,673",638,0,"513,675"
25/09/2020,Google,TienTran,PerMax,"451,358","17,318",0,134,0,0,0,3,3,"1,497,000","1,497,000","150,453",1,"26,063","3,368",0,"451,358"
25/09/2020,Google,TienTran,Guu-Search,"72,093",218,0,9,0,0,0,0,0,0,0,0,0,"330,702","8,010",0,"72,093"
25/09/2020,Google,TienTran,Guu-Discovery,"245,650","13,222",0,551,0,0,0,3,3,"1,497,000","1,497,000","81,883",1,"18,579",446,0,"245,650"
25/09/2020,Google,TienTran,Guu-PerMax,"185,346","1,186",0,27,0,0,0,0,0,0,0,0,0,"156,278","6,865",0,"185,346"
25/09/2020,Google,DucVu,Brand,"118,220","5,083",0,68,0,0,0,0,0,0,0,0,0,"23,258","1,739",0,"118,220"
26/09/2020,FB,DucVu,CVS,"2,793,627",0,0,0,0,0,0,15,10,"4,968,304","4,491,000","186,242",0.67,0,0,0,"3,017,117"
26/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/09/2020,FB,DucVu,Brand,"342,643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"370,054"
26/09/2020,FB,NgocNgo,CVS,"1,004,856","10,936","9,457",39,5,0,0,6,5,"2,495,000","2,495,000","167,476",0.83,"91,885","25,766",0,"1,085,244"
26/09/2020,FB,NhiLanh,Brand,0,0,0,0,0,0,0,1,1,"998,000","998,000",0,1,0,0,0,0
26/09/2020,FB,GiangPhan,CVS,"1,069,837","12,583","11,837",51,4,6,0,9,4,"1,996,000","1,497,000","118,871",0.44,"85,022","20,977","178,306","1,155,424"
26/09/2020,FB,TungTran,CVS,"2,040,021","16,450","14,863",60,3,4,0,13,8,"3,970,304","3,493,000","156,925",0.62,"124,013","34,000","510,005","2,203,223"
26/09/2020,FB,YenNguyen02,CVS,"5,997,568","16,379","14,940",176,1,10,0,40,28,"13,928,609","9,481,000","149,939",0.7,"366,174","34,077","599,757","6,477,373"
26/09/2020,Google,TienTran,Search,"817,603","9,384",0,290,0,0,0,2,2,"976,304","499,000","408,802",1,"87,127","2,819",0,"817,603"
26/09/2020,Google,TienTran,Discovery,"418,224","25,894",0,870,0,0,0,4,4,"2,754,304","1,279,000","104,556",1,"16,151",481,0,"418,224"
26/09/2020,Google,TienTran,PerMax,"383,069","14,775",0,110,0,0,0,2,2,"1,497,000","1,497,000","191,535",1,"25,927","3,482",0,"383,069"
26/09/2020,Google,TienTran,Guu-Search,"53,765",290,0,10,0,0,0,0,0,0,0,0,0,"185,397","5,377",0,"53,765"
26/09/2020,Google,TienTran,Guu-Discovery,"240,259","14,392",0,544,0,0,0,3,3,"1,475,304","499,000","80,086",1,"16,694",442,0,"240,259"
26/09/2020,Google,TienTran,Guu-PerMax,"301,728","8,848",0,135,0,0,0,1,1,"499,000","499,000","301,728",1,"34,101","2,235",0,"301,728"
26/09/2020,Google,DucVu,Brand,"116,848","5,063",0,48,0,0,0,0,0,0,0,0,0,"23,079","2,434",0,"116,848"
27/09/2020,FB,DucVu,CVS,"1,635,560",0,0,0,0,0,0,5,2,"976,304","499,000","327,112",0.4,0,0,0,"1,766,405"
27/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/09/2020,FB,DucVu,Brand,"490,807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"530,072"
27/09/2020,FB,NgocNgo,CVS,"885,936",0,0,0,0,0,0,10,7,"3,948,609","2,495,000","88,594",0.7,0,0,0,"956,811"
27/09/2020,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/09/2020,FB,GiangPhan,CVS,"1,612,750","22,440","19,852",90,4,6,0,9,8,"3,948,609","1,996,000","179,194",0.89,"71,869","17,919","268,792","1,741,770"
27/09/2020,FB,TungTran,CVS,"989,283","13,356","11,916",47,4,4,0,5,2,"998,000","998,000","197,857",0.4,"74,070","21,049","247,321","1,068,426"
27/09/2020,FB,YenNguyen02,CVS,"4,322,977","39,163","37,220",413,1,26,0,32,21,"11,248,739","5,271,000","135,093",0.66,"110,384","10,467","166,268","4,668,815"
27/09/2020,Google,TienTran,Search,"509,219","7,536",0,202,0,0,0,5,4,"1,996,000","499,000","101,844",0.8,"67,572","2,521",0,"509,219"
27/09/2020,Google,TienTran,Discovery,"475,343","26,128",0,931,0,0,0,2,2,"998,000","998,000","237,672",1,"18,193",511,0,"475,343"
27/09/2020,Google,TienTran,PerMax,"358,577","14,816",0,118,0,0,0,1,1,"499,000","499,000","358,577",1,"24,202","3,039",0,"358,577"
27/09/2020,Google,TienTran,Guu-Search,"29,954",328,0,6,0,0,0,0,0,0,0,0,0,"91,323","4,992",0,"29,954"
27/09/2020,Google,TienTran,Guu-Discovery,"249,069","13,874",0,567,0,0,0,1,1,"477,304",0,"249,069",1,"17,952",439,0,"249,069"
27/09/2020,Google,TienTran,Guu-PerMax,"105,774","4,595",0,28,0,0,0,1,1,"998,000","998,000","105,774",1,"23,019","3,778",0,"105,774"
27/09/2020,Google,DucVu,Brand,"117,038","5,181",0,65,0,0,0,0,0,0,0,0,0,"22,590","1,801",0,"117,038"
28/09/2020,FB,DucVu,CVS,"2,427,475",0,0,0,0,0,0,9,7,"3,427,913","998,000","269,719",0.78,0,0,0,"2,621,673"
28/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/09/2020,FB,DucVu,Brand,"496,325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"536,031"
28/09/2020,FB,NgocNgo,CVS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28/09/2020,FB,NhiLanh,Brand,0,0,0,0,0,0,0,1,1,"499,000","499,000",0,1,0,0,0,0
28/09/2020,FB,GiangPhan,CVS,0,0,0,0,0,0,0,1,1,"499,000",0,0,1,0,0,0,0
28/09/2020,FB,TungTran,CVS,"527,075","6,480","5,930",12,3,0,0,1,1,"499,000",0,"527,075",1,"81,339","43,923",0,"569,241"
28/09/2020,FB,YenNguyen02,CVS,"5,199,082","44,859","41,438",472,4,14,0,26,18,"9,958,304","2,495,000","199,965",0.69,"115,898","11,015","371,363","5,615,009"
28/09/2020,Google,TienTran,Search,"573,335","10,453",0,248,0,0,0,4,2,"976,304",0,"143,334",0.5,"54,849","2,312",0,"573,335"
28/09/2020,Google,TienTran,Discovery,"426,256","30,721",0,929,0,0,0,3,3,"1,475,304",0,"142,085",1,"13,875",459,0,"426,256"
28/09/2020,Google,TienTran,PerMax,"322,278","8,823",0,76,0,0,0,2,1,"477,304",0,"161,139",0.5,"36,527","4,241",0,"322,278"
28/09/2020,Google,TienTran,Guu-Search,"9,932",241,0,5,0,0,0,0,0,0,0,0,0,"41,212","1,986",0,"9,932"
28/09/2020,Google,TienTran,Guu-Discovery,"233,634","16,645",0,511,0,0,0,2,2,"998,000","499,000","116,817",1,"14,036",457,0,"233,634"
28/09/2020,Google,TienTran,Guu-PerMax,"227,693","13,818",0,142,0,0,0,1,1,"499,000","499,000","227,693",1,"16,478","1,603",0,"227,693"
28/09/2020,Google,DucVu,Brand,"111,872","5,578",0,65,0,0,0,0,0,0,0,0,0,"20,056","1,721",0,"111,872"
29/09/2020,FB,DucVu,CVS,"2,394,352",0,0,0,0,0,0,12,5,"1,952,609",0,"199,529",0.42,0,0,0,"2,585,900"
29/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/09/2020,FB,DucVu,Brand,"485,674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"524,528"
29/09/2020,FB,NgocNgo,CVS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/09/2020,FB,NgocNgo,Brand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/09/2020,FB,GiangPhan,CVS,0,0,0,0,0,0,0,2,2,"976,304",0,0,1,0,0,0,0
29/09/2020,FB,TungTran,CVS,"1,365,470","18,636","15,895",49,3,4,0,7,5,"2,429,913",0,"195,067",0.71,"73,271","27,867","341,368","1,474,708"
29/09/2020,FB,YenNguyen02,CVS,"2,814,373","27,342","24,661",274,2,13,0,24,10,"5,445,609",0,"117,266",0.42,"102,932","10,271","216,490","3,039,523"
29/09/2020,Google,TienTran,Search,"552,902","7,705",0,512,0,0,0,1,1,"499,000",0,"552,902",1,"71,759","1,080",0,"552,902"
29/09/2020,Google,TienTran,Discovery,"434,414","30,034",0,989,0,0,0,2,2,"1,497,000",0,"217,207",1,"14,464",439,0,"434,414"
29/09/2020,Google,TienTran,PerMax,"251,263","8,804",0,69,0,0,0,1,1,"499,000",0,"251,263",1,"28,540","3,641",0,"251,263"
29/09/2020,Google,TienTran,Guu-Search,"6,545",203,0,1,0,0,0,0,0,0,0,0,0,"32,241","6,545",0,"6,545"
29/09/2020,Google,TienTran,Guu-Discovery,"242,339","16,417",0,542,0,0,0,1,1,"499,000",0,"242,339",1,"14,761",447,0,"242,339"
29/09/2020,Google,TienTran,Guu-PerMax,"359,239","16,572",0,257,0,0,0,0,0,0,0,0,0,"21,677","1,398",0,"359,239"
29/09/2020,Google,DucVu,Brand,"110,864","6,222",0,105,0,0,0,0,0,0,0,0,0,"17,818","1,056",0,"110,864"
30/09/2020,FB,DucVu,CVS,"3,371,315",0,0,0,0,0,0,7,6,"3,327,913","898,000","481,616",0.86,0,0,0,"3,641,020"
30/09/2020,FB,DucVu,Mess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/09/2020,FB,DucVu,Brand,"501,269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"541,371"
30/09/2020,FB,NgocNgo,CVS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/09/2020,FB,NhiLanh,Brand,0,0,0,0,0,0,0,1,1,"499,000",0,0,1,0,0,0,0
30/09/2020,FB,GiangPhan,CVS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/09/2020,FB,TungTran,CVS,"1,500,704","29,667","26,848",61,1,12,0,9,4,"1,952,609",0,"166,745",0.44,"50,585","24,602","125,059","1,620,760"
30/09/2020,FB,YenNguyen02,CVS,"1,090,437","12,076","11,113",132,2,8,0,8,5,"2,290,870",0,"136,305",0.63,"90,298","8,261","136,305","1,177,672"
30/09/2020,Google,TienTran,Search,"605,922","10,883",0,299,0,0,0,0,0,0,0,0,0,"55,676","2,026",0,"605,922"
30/09/2020,Google,TienTran,Discovery,"363,383","25,251",0,873,0,0,0,3,1,"499,000",0,"121,128",0.33,"14,391",416,0,"363,383"
30/09/2020,Google,TienTran,PerMax,"441,132","16,658",0,116,0,0,0,0,0,0,0,0,0,"26,482","3,803",0,"441,132"
30/09/2020,Google,TienTran,Guu-Search,"4,869",172,0,5,0,0,0,0,0,0,0,0,0,"28,308",974,0,"4,869"
30/09/2020,Google,TienTran,Guu-Discovery,"203,302","12,424",0,433,0,0,0,3,3,"1,930,913",0,"67,767",1,"16,364",470,0,"203,302"
30/09/2020,Google,TienTran,Guu-PerMax,"129,022","2,986",0,22,0,0,0,1,0,0,0,"129,022",0,"43,209","5,865",0,"129,022"
30/09/2020,Google,DucVu,Brand,"105,130","5,388",0,65,0,0,0,0,0,0,0,0,0,"19,512","1,617",0,"105,130"
